shift,MAE,RMSE,R2,mean_error,overestimation_share,max_overestimation,near_failure_MAE,warning_zone_MAE,candidate_hash
18.5,18.42461209537848,23.106579908714327,0.6908197150046531,-11.193885602474179,0.18,97.98544314422739,13.10814965542776,16.076762398795946,1f251a311c4b6c9d9c38593007e33359
19.0,18.68961209537848,23.326174583078874,0.6849151663331876,-11.63888560247418,0.18,97.48544314422739,13.38814965542776,16.51793886938418,1f251a311c4b6c9d9c38593007e33359
19.5,18.95918933544234,23.553169771450065,0.6787529259402394,-12.08388560247418,0.17,96.98544314422739,13.66814965542776,16.95911533997242,1f251a311c4b6c9d9c38593007e33359
20.0,19.23418933544234,23.787353612481215,0.6723329938258087,-12.52888560247418,0.17,96.48544314422739,13.94814965542776,17.400291810560656,1f251a311c4b6c9d9c38593007e33359
0.0,13.472816519771127,19.910832646469586,0.770427797978655,4.704727654885831,0.58,75.66488095269236,3.871455910329424,10.977317437178181,7010f628f2b8f23b01c2170791b7c58a
0.5,13.399723628038927,19.79864967670354,0.7730074528957871,4.204727654885831,0.57,75.16488095269236,3.67908434340063,10.889082143060534,7010f628f2b8f23b01c2170791b7c58a
1.0,13.333252182961386,19.6985228219262,0.7752975665528263,3.704727654885831,0.56,74.66488095269236,3.513198563090469,10.800846848942887,7010f628f2b8f23b01c2170791b7c58a
1.5,13.281250991479151,19.610636749250688,0.7772981389497726,3.204727654885831,0.55,74.16488095269236,3.4051937971615227,10.71261155482524,7010f628f2b8f23b01c2170791b7c58a
2.0,13.249016767056615,19.535156668329428,0.7790091700866262,2.7047276548858297,0.52,73.66488095269236,3.3762568994713735,10.624376260707592,7010f628f2b8f23b01c2170791b7c58a
2.5,13.234467697062495,19.472226847520286,0.780430659963387,2.2047276548858306,0.5,73.16488095269236,3.3962568994713735,10.554643217700391,7010f628f2b8f23b01c2170791b7c58a
3.0,13.245953388454437,19.42196928085317,0.7815626085800548,1.7047276548858303,0.48,72.66488095269236,3.4369409329817247,10.562376647196597,7010f628f2b8f23b01c2170791b7c58a
3.5,13.270705447367746,19.384482533498755,0.7824050159366298,1.2047276548858303,0.44,72.16488095269236,3.5043508151154157,10.59178841190248,7010f628f2b8f23b01c2170791b7c58a
4.0,13.34024138024889,19.359840790580705,0.782957882033112,0.7047276548858302,0.43,71.66488095269236,3.644350815115416,10.621200176608362,7010f628f2b8f23b01c2170791b7c58a
4.5,13.419047392782108,19.347838010896293,0.7832269236218626,0.20542928753057624,0.42,71.16488095269236,3.81957486524829,10.650611941314244,7010f628f2b8f23b01c2170791b7c58a
5.0,13.497643221474613,19.34711622977318,0.7832430969840729,-0.2895707124694238,0.41,70.66488095269236,3.993958180018316,10.680023706020126,7010f628f2b8f23b01c2170791b7c58a
5.5,13.598845590097566,19.359183276182446,0.7829726244987912,-0.7845707124694238,0.39,70.16488095269236,4.258767654510112,10.709435470726008,7010f628f2b8f23b01c2170791b7c58a
6.0,13.703845590097567,19.384015266019876,0.7824155061660175,-1.279570712469424,0.39,69.66488095269236,4.538767654510111,10.73884723543189,7010f628f2b8f23b01c2170791b7c58a
6.5,13.828960516512526,19.42156323640713,0.7815717419857521,-1.7745707124694234,0.33,69.16488095269236,4.840902914852625,10.816967728042286,7010f628f2b8f23b01c2170791b7c58a
7.0,13.996341084074624,19.469997374805185,0.7804809362705089,-2.265807083565797,0.32,68.66488095269236,5.210425185101034,10.964026551571697,7010f628f2b8f23b01c2170791b7c58a
7.5,14.161341084074625,19.527905798074883,0.7791731901132044,-2.750807083565797,0.32,68.16488095269236,5.5704251851010325,11.111085375101108,7010f628f2b8f23b01c2170791b7c58a
8.0,14.333685030474685,19.598020612859155,0.77758458893361,-3.235807083565797,0.31,67.66488095269236,5.930425185101033,11.301343883336735,7010f628f2b8f23b01c2170791b7c58a
8.5,14.517192752250457,19.680211356223243,0.7757151327317255,-3.7208070835657967,0.3,67.16488095269236,6.290425185101032,11.50722623627791,7010f628f2b8f23b01c2170791b7c58a
9.0,14.702192752250458,19.774327450236687,0.7735648215075509,-4.205807083565797,0.3,66.66488095269236,6.6504251851010325,11.713108589219088,7010f628f2b8f23b01c2170791b7c58a
9.5,14.888227178362358,19.87860600028895,0.7711703440058681,-4.687353529431896,0.29,66.16488095269236,6.996610968565431,11.918990942160264,7010f628f2b8f23b01c2170791b7c58a
10.0,15.078748682671817,19.993461677873956,0.7685184162923393,-5.166866252204909,0.28,65.66488095269236,7.338696985803267,12.12487329510144,7010f628f2b8f23b01c2170791b7c58a
10.5,15.281190283057372,20.117725421051443,0.7656320569214841,-5.64186625220491,0.27,65.16488095269236,7.6986969858032674,12.374529767957636,7010f628f2b8f23b01c2170791b7c58a
11.0,15.49356690382996,20.25207756138376,0.762491246847878,-6.115101974743681,0.26,64.66488095269236,8.051639875958347,12.639235650310576,7010f628f2b8f23b01c2170791b7c58a
11.5,15.714840591798765,20.39550802326452,0.759115136703404,-6.58510197474368,0.24,64.16488095269236,8.391639875958347,12.960027444360282,7010f628f2b8f23b01c2170791b7c58a
12.0,15.946159639037646,20.54905239310791,0.7554745568196383,-7.054785659468398,0.23,63.66488095269236,8.730374614857219,13.283556856124989,7010f628f2b8f23b01c2170791b7c58a
12.5,16.178247247231933,20.706098591231953,0.7517227016621186,-7.515031836879416,0.22,63.16488095269236,9.038725047634365,13.607086267889695,7010f628f2b8f23b01c2170791b7c58a
13.0,16.413883432261645,20.870544853674552,0.747763442885762,-7.970668021909125,0.22,62.66488095269236,9.361269787753209,13.9306156796544,7010f628f2b8f23b01c2170791b7c58a
13.5,16.648883432261645,21.04418709551762,0.7435487830053001,-8.425668021909125,0.22,62.16488095269236,9.681269787753209,14.254145091419106,7010f628f2b8f23b01c2170791b7c58a
14.0,16.878961100418007,21.223360737144937,0.7391632576200395,-8.875745690065488,0.22,61.66488095269236,9.981580460378657,14.577674503183813,7010f628f2b8f23b01c2170791b7c58a
14.5,17.122319056667553,21.41148725962423,0.7345185839920683,-9.325745690065489,0.2,61.16488095269236,10.281580460378656,14.901203914948518,7010f628f2b8f23b01c2170791b7c58a
15.0,17.38958235364083,21.608390323185027,0.7296133232300133,-9.775745690065488,0.18,60.66488095269236,10.581580460378657,15.270391293117,7010f628f2b8f23b01c2170791b7c58a
15.5,17.65958235364083,21.81383226416628,0.7244474753338748,-10.225745690065489,0.18,60.16488095269236,10.881580460378657,15.65274423429347,7010f628f2b8f23b01c2170791b7c58a
16.0,17.929582353640832,22.02757416828388,0.7190210403036527,-10.675745690065492,0.18,59.66488095269236,11.181580460378656,16.03509717546994,7010f628f2b8f23b01c2170791b7c58a
16.5,18.19958235364083,22.249376832381458,0.7133340181393472,-11.125745690065491,0.18,59.16488095269236,11.481580460378657,16.41745011664641,7010f628f2b8f23b01c2170791b7c58a
17.0,18.472529717948564,22.47900164863596,0.707386408840958,-11.575745690065492,0.17,58.66488095269236,11.781580460378656,16.79980305782288,7010f628f2b8f23b01c2170791b7c58a
17.5,18.757135949098092,22.716172197844777,0.7011792440366451,-12.02568207996966,0.16,58.16488095269236,12.081326019995338,17.182155998999352,7010f628f2b8f23b01c2170791b7c58a
18.0,19.042135949098093,22.957627521198823,0.69479301656471,-12.470682079969661,0.16,57.66488095269236,12.361326019995339,17.564508940175823,7010f628f2b8f23b01c2170791b7c58a
18.5,19.327135949098093,23.206159602184833,0.6881490973712923,-12.915682079969661,0.16,57.16488095269236,12.641326019995338,17.946861881352287,7010f628f2b8f23b01c2170791b7c58a
19.0,19.612135949098093,23.46154354602538,0.6812474864563919,-13.36068207996966,0.16,56.66488095269236,12.921326019995337,18.329214822528765,7010f628f2b8f23b01c2170791b7c58a
19.5,19.897135949098093,23.72355807297916,0.6740881838200088,-13.80568207996966,0.16,56.16488095269236,13.201326019995339,18.711567763705233,7010f628f2b8f23b01c2170791b7c58a
20.0,20.179273614809144,23.989965380244048,0.666727331962235,-14.247819745680713,0.16,55.66488095269236,13.469876682839548,19.093920704881704,7010f628f2b8f23b01c2170791b7c58a
0.0,14.631349114350133,20.948341930864284,0.7458794632481764,8.565082338282593,0.71,77.6357260315257,3.6292698626211575,8.046903388068205,c03e1c93bc54d09ce492393e64c3cdd2
0.5,14.428681002559829,20.748926413530995,0.7506945820841804,8.065082338282593,0.7,77.1357260315257,3.3585974154599523,7.84102103512703,c03e1c93bc54d09ce492393e64c3cdd2
1.0,14.229813293578191,20.5597389325799,0.7552201596600914,7.565082338282593,0.69,76.6357260315257,3.1031265795333947,7.635138682185853,c03e1c93bc54d09ce492393e64c3cdd2
1.5,14.057989989274333,20.381064315622947,0.7594561959759097,7.065082338282593,0.66,76.1357260315257,2.9558333623179744,7.4292563292446765,c03e1c93bc54d09ce492393e64c3cdd2
