model_name,source,candidate_hash,window_size,rul_cap,selected_blocks,feature_count,train_seconds,validation_MAE,validation_fitness,official_original_MAE,official_original_RMSE,official_original_R2,official_original_mean_error,official_original_overestimation_share,official_original_max_overestimation,official_near_failure_MAE,official_warning_zone_MAE,recommended_shift,official_calibrated_MAE,official_calibrated_RMSE,official_calibrated_R2,official_calibrated_mean_error,official_calibrated_overestimation_share,official_calibrated_max_overestimation,official_calibrated_near_failure_MAE,official_calibrated_warning_zone_MAE
candidate_9,top_fitness,eb6bc82d2cce24e51a7520d3095be4a1,100,120.0,"[""last_minus_mean"", ""mean"", ""rms"", ""slope"", ""slope_change"", ""std"", ""volatility""]",211,46.273251600000094,6.496453915256833,10.834695397625875,12.09317673366416,15.919978168489234,0.8532340224848629,-5.664349660542115,0.42,29.51917700532009,5.0774046770567445,7.446149725865126,0.5,12.212140156490966,16.10465940483424,0.8498091259781769,-6.164349660542115,0.36,29.01917700532009,4.996052830490856,7.35791443174748
candidate_11,top_fitness,c38cf4269c904bc9ea06918391ece6c7,100,120.0,"[""first"", ""last_minus_mean"", ""mean"", ""slope"", ""slope_change"", ""std"", ""volatility""]",211,36.82767530000001,6.556130429814515,10.931400049828571,12.126085590596889,15.933179789618874,0.8529905105699241,-5.6536850502308145,0.41,26.740237400035483,5.117673786570646,7.739701361504354,0.5,12.231658667548453,16.117378920238554,0.849571789752654,-6.1536850502308145,0.38,26.240237400035483,5.053018846591167,7.651466067386707
candidate_10,top_fitness,ef20599a6bc21aa852a0ba72976ecbc3,100,120.0,"[""edge_means"", ""last_minus_mean"", ""mean"", ""slope"", ""slope_change"", ""std"", ""volatility""]",235,51.20210270000007,6.586781925829208,10.930921727475367,12.154578596377712,15.799021179061263,0.8554557505578728,-5.448614234207184,0.4,28.431192883850557,5.189777890354439,7.38996806024273,0.5,12.258704299733566,15.978350492170135,0.8521557826655622,-5.948614234207184,0.39,27.931192883850557,5.12977789035444,7.326001609394812
candidate_5,top_fitness,1bc0f70ad5a5e2379fef6fca8b313d4e,100,120.0,"[""last_minus_mean"", ""mean"", ""slope"", ""slope_change"", ""std"", ""volatility""]",187,37.53202059999967,6.370335649720847,10.632799760560054,12.161009712282066,15.880299094140048,0.8539647120319072,-5.681643568691405,0.41,28.80258395108359,5.079254832014205,7.3714146394696325,0.5,12.268992319684743,16.065974694615843,0.8505298009253063,-6.181643568691405,0.37,28.30258395108359,4.987144983559875,7.299375595218571
candidate_13,top_fitness,399899c928f3cae5fd2848c7cc3d4003,80,130.0,"[""last_minus_mean"", ""mean"", ""slope"", ""slope_change"", ""volatility""]",163,37.86704240000017,6.889716218705035,11.035179282387197,12.096142310364849,15.967233726341892,0.8523614331553291,-4.6372360680429265,0.42,35.7612474556428,5.229671701371683,6.584113698567727,1.0,12.272768224855255,16.285792120978204,0.8464116659371872,-5.637236068042927,0.38,34.7612474556428,5.07351492705236,6.5586143342750205
candidate_8,top_fitness,dc474d2ab1369488c85343390d0f536b,100,120.0,"[""iqr"", ""last_minus_mean"", ""mean"", ""slope"", ""slope_change"", ""std"", ""volatility""]",211,44.03754660000004,6.560538663447789,10.783079053574804,12.18010647814215,15.911841559263415,0.8533840066400483,-5.643625977773383,0.4,28.250363531340867,5.023993915084494,7.576009891668313,0.5,12.281208188036356,16.095972408800773,0.8499711108558077,-6.143625977773383,0.39,27.750363531340867,4.928400754661326,7.487774597550666
candidate_6,top_fitness,37e3cc9f2819c27591616e2f4ad7a2eb,100,120.0,"[""last_minus_mean"", ""mean"", ""range"", ""slope"", ""slope_change"", ""std""]",187,34.598478500000056,6.3706129537084335,10.669017137906158,12.202913767962075,15.983871554579679,0.8520535946238781,-5.618942653321303,0.4,27.90748906182195,5.1126680748631985,7.378388543579035,0.5,12.303321699393818,16.166418667306086,0.8486549925213678,-6.118942653321303,0.39,27.40748906182195,5.014299800590173,7.2901532494613885
candidate_12,top_fitness,5cdd91d56d4a0a46392f8a5ce2435067,100,120.0,"[""last_minus_mean"", ""slope"", ""slope_change"", ""std"", ""volatility""]",163,25.356244699999934,6.45018300609088,10.969357616160575,12.25505377642552,16.12482141780499,0.8494328316648214,-5.664916074317546,0.41,27.942769505645686,5.106401820101877,7.273811032483421,0.5,12.366081226905175,16.30720030631929,0.8460076071578189,-6.164916074317546,0.38,27.442769505645686,5.01889176764917,7.244399267777538
candidate_2,cap_none,e722a2b98432005e2fb4b3214deef2fc,50,,"[""edge_means"", ""first"", ""iqr"", ""last"", ""max"", ""mean"", ""median"", ""min"", ""range"", ""relative_delta"", ""relative_last_minus_mean"", ""rms"", ""slope"", ""std""]",403,154.68510879999985,7.804213024206072,12.510470199592095,12.261385922605673,16.495928145672924,0.8424225862872309,-4.241961659291762,0.42,37.56415426936863,5.324122244773199,6.999075130587858,1.0,12.432912499541217,16.780928720001988,0.836930612070658,-5.241961659291762,0.39,36.56415426936863,5.302014433140388,6.940251601176093
candidate_1,cap_none,13f7d88e1fc03c0d617fef0c7e05aaed,100,,"[""edge_means"", ""first"", ""max"", ""median"", ""min"", ""range"", ""relative_delta"", ""relative_last_minus_mean"", ""rms"", ""robust_spread"", ""slope"", ""tail_quantiles"", ""volatility""]",403,83.71467719999964,7.143228008993267,11.370486846740445,12.4039938909521,15.773862476611,0.8559157347891024,-4.507451444938912,0.43,30.14295000753515,5.853021137488986,8.423227046374107,0.5,12.476789744126702,15.923950165583145,0.8531607778167063,-5.007451444938912,0.42,29.64295000753515,5.724204550187398,8.45263881107999
candidate_3,cap_none,7010f628f2b8f23b01c2170791b7c58a,100,,"[""last"", ""median"", ""rms"", ""std"", ""volatility""]",163,32.478411799999776,8.210340010096735,12.906336344127096,12.51570077893046,16.389596418926597,0.8444475073420183,-4.059099881954427,0.43,42.105741792798284,4.711864394239457,9.60620694566663,0.5,12.59661244897987,16.520531790994077,0.8419521829226445,-4.559099881954427,0.39,41.605741792798284,4.596665376140254,9.538253173518584
candidate_16,top_low_overestimation,6ee505ee8badf87432c58a78b38ea367,100,120.0,"[""delta"", ""first"", ""iqr"", ""max"", ""median"", ""relative_last_minus_mean"", ""slope_change"", ""volatility""]",235,40.99520480000001,8.81089293968302,13.743665760643847,14.691861793243673,19.7872838210121,0.773267998340299,-7.492123990030751,0.34,41.54417072510819,6.613843983717727,10.854769540268896,1.0,15.028841116255142,20.18714563759197,0.7640117997367325,-8.492123990030752,0.32,40.54417072510819,6.528691381086439,11.03124012850419
