generation,best_fitness,best_MAE,best_overestimation_share,best_near_failure_MAE
1,12.767984651193197,8.537936595170471,0.6,3.8826725115126814
2,12.549598499937638,8.62812504456675,0.5583333333333333,4.147117940474647
3,12.420167748528225,8.5774639032734,0.5416666666666666,4.160630090569935
4,12.383079223334803,8.605695798596447,0.525,3.982344139786416
5,12.383079223334803,8.605695798596447,0.525,3.982344139786416
